7005 41.000000 -11.000000 11.191191
7015 41.000000 -12.000000 11.453689
7020 32.000000 -3.000000 12.353954
7027 39.000000 -8.000000 11.471025
7037 40.000000 -10.000000 11.075807
7072 40.000000 -11.000000 11.466517
7110 38.000000 -6.000000 11.768012
7117 35.000000 -4.000000 12.230753
7130 40.000000 -8.000000 12.271103
7139 39.000000 -13.000000 11.405969
7149 41.000000 -12.000000 12.364476
7168 41.000000 -14.000000 11.698346
7181 39.000000 -14.000000 10.878505
7190 38.000000 -17.000000 11.758379
7207 34.000000 -4.000000 13.300173
7222 41.000000 -8.000000 12.861234
7240 40.000000 -11.000000 12.551764
7255 40.000000 -10.000000 12.484755
7280 38.000000 -13.000000 11.737278
7299 38.000000 -19.000000 11.346636
7314 36.000000 -5.000000 13.840483
7335 39.000000 -12.000000 12.517620
7434 38.000000 -12.000000 11.925414
7460 40.000000 -16.000000 12.429776
7471 37.000000 -20.000000 9.329822
7481 38.000000 -12.000000 13.094054
7510 40.000000 -8.000000 14.197759
7535 39.000000 -13.000000 13.009937
7558 36.000000 -13.000000 11.282704
7577 39.000000 -7.000000 14.511239
7591 38.000000 -17.000000 11.049970
7607 40.000000 -11.000000 13.771163
7621 38.000000 -10.000000 12.835703
7627 37.000000 -13.000000 12.531881
7630 39.000000 -12.000000 14.439106
7643 42.000000 -7.000000 15.787154
7650 39.000000 -8.000000 16.111661
7661 35.000000 -2.000000 15.979838
7690 36.000000 -1.000000 16.629520
7747 41.000000 -5.000000 16.365628
7761 38.000000 -3.000000 16.250092
7790 35.000000 -1.000000 16.468365
61968 60.000000 17.000000 26.941696
61970 33.000000 19.000000 27.162537
61972 35.000000 16.000000 25.406318
61976 67.000000 5.000000 26.724322
61980 33.000000 14.000000 24.475596
61996 25.000000 3.000000 14.420591
61997 21.000000 -4.000000 5.333819
61998 21.000000 -7.000000 5.089287
67005 33.000000 18.000000 27.072870
71805 28.000000 -13.000000 6.322234
78890 33.000000 21.000000 27.323020
78894 34.000000 21.000000 27.475547
78897 33.000000 16.000000 26.313998
78922 67.000000 5.000000 27.456281
78925 35.000000 17.000000 26.937273
81401 37.000000 19.000000 26.214458
81405 35.000000 18.000000 26.444899
81408 59.000000 -25.000000 26.169783
81415 51.000000 0.000000 26.386314
89642 7.000000 -34.000000 -11.100536
